"Cell_address","lon_c","lat_c"
5002019930,-78.3486464477772,44.7749788630229
5001980564,-78.3463048092443,44.7760694508745
5001960881,-78.3440329696577,44.7749922450627
5001921515,-78.3416912678389,44.776082758711
5001941199,-78.3417612192679,44.7739149906355
5001901832,-78.3394195302805,44.7750054620161
5001882150,-78.3371478819198,44.7739281167086
5001842783,-78.3348061296821,44.7750185138878
5001823101,-78.3325345833634,44.7739410777023
5001783734,-78.3301927678994,44.7750314006822
5001764052,-78.3279213236353,44.7739538736213
5001724685,-78.3255794449691,44.7750441224038
5001705003,-78.3233081027722,44.7739665044701
5001665636,-78.3209661609278,44.7750566790572
5001645954,-78.3186949208109,44.7739789702531
5001606587,-78.3163529158123,44.7750690706469
5001586905,-78.314081777788,44.7739912709749
5001547538,-78.3117397096592,44.7750812971774
5001527856,-78.3094686737403,44.77400340664
5001488489,-78.3071265425053,44.7750933586534
5001468807,-78.3048556087044,44.774015377253
5001429440,-78.3025134143872,44.7751052550792
5001409758,-78.300242582717,44.7740271828184
5001370391,-78.2979003253417,44.7751169864594
5001350709,-78.2956295958149,44.7740388233407
5001311342,-78.2932872754054,44.7751285527987
5001291660,-78.2910166480346,44.7740502988245
5001252293,-78.2886742646151,44.7751399541015
5001232611,-78.286403739413,44.7740616092744
5001193244,-78.2840612930074,44.7751511903724
5001173562,-78.2817908699866,44.7740727546949
5001134195,-78.279448360619,44.7751622616159
5001114513,-78.2771780397922,44.7740837350905
5001075146,-78.2748354674866,44.7751731678367
5001055464,-78.2725652488664,44.7740945504658
5001016097,-78.2702226136469,44.7751839090392
5000996415,-78.267952497246,44.7741052008254
5000957048,-78.2656097991365,44.7751944852281
5000937366,-78.2633397849676,44.7741156861739
5000897999,-78.2609970239922,44.7752048964079
5000878317,-78.2587271120678,44.7741260065158
5000838950,-78.2563842882506,44.7752151425832
5000819268,-78.2541144785834,44.7741361618557
5000779901,-78.2517715919484,44.7752252237586
5000760219,-78.249501884551,44.7741461521982
5002039613,-78.3509183893793,44.7760559779491
5001862466,-78.3370777651997,44.7760959014633
5001803417,-78.3324643013634,44.7761088791358
5001744368,-78.3278508763668,44.7761216917331
5001685319,-78.3232374902466,44.7761343392597
5001626270,-78.3186241430394,44.7761468217201
5001567221,-78.314010834782,44.7761591391188
5001508172,-78.3093975655111,44.7761712914604
5001449123,-78.3047843352634,44.7761832787494
5001390074,-78.3001711440755,44.7761951009903
5001331025,-78.2955579919842,44.7762067581878
5001271976,-78.2909448790262,44.7762182503463
5001212927,-78.2863318052382,44.7762295774704
5001153878,-78.2817187706568,44.7762407395646
5001094829,-78.2771057753187,44.7762517366336
5001035780,-78.2724928192607,44.7762625686818
5000976731,-78.2678799025194,44.7762732357139
5000917682,-78.2632670251315,44.7762837377344
5000858633,-78.2586541871337,44.7762940747479
5000799584,-78.2540413885626,44.7763042467589
5000740535,-78.249428629455,44.7763142537721
5002000247,-78.3485767380315,44.7771466080686
5001941198,-78.3439630945989,44.777160006791
5001882149,-78.3393494899199,44.7771732404267
5001823100,-78.3347359240311,44.7771863089801
5001764051,-78.3301223969692,44.7771992124558
5001705002,-78.325508908771,44.7772119508583
5001645953,-78.3208954594732,44.7772245241921
5001586904,-78.3162820491126,44.7772369324617
5001527855,-78.3116686777256,44.7772491756718
5001468806,-78.3070553453493,44.7772612538267
5001409757,-78.3024420520201,44.7772731669311
5001350708,-78.2978287977748,44.7772849149896
5001291659,-78.2932155826501,44.7772964980065
5001232610,-78.2886024066827,44.7773079159866
5001173561,-78.2839892699093,44.7773191689343
5001114512,-78.2793761723666,44.7773302568542
5001055463,-78.2747631140913,44.7773411797509
5000996414,-78.27015009512,44.777351937629
5000937365,-78.2655371154896,44.7773625304929
5000878316,-78.2609241752365,44.7773729583474
5000819267,-78.2563112743976,44.7773832211968
5000760218,-78.2516984130095,44.777393319046
5002019929,-78.3508487560229,44.7782237166427
5001960880,-78.3462350105642,44.7782372062538
5001901831,-78.3416213038464,44.7782505307756
5001842782,-78.337007635906,44.7782636902127
5001783733,-78.33239400678,44.7782766845695
5001724684,-78.3277804165049,44.7782895138507
5001665635,-78.3231668651175,44.7783021780607
5001606586,-78.3185533526545,44.7783146772041
5001547537,-78.3139398791526,44.7783270112853
5001488488,-78.3093264446486,44.778339180309
5001429439,-78.304713049179,44.7783511842796
5001370390,-78.3000996927807,44.7783630232018
5001311341,-78.2954863754904,44.7783746970799
5001252292,-78.2908730973447,44.7783862059187
5001193243,-78.2862598583803,44.7783975497227
5001134194,-78.2816466586339,44.7784087284963
5001075145,-78.2770334981423,44.7784197422443
5001016096,-78.2724203769421,44.778430590971
5000957047,-78.26780729507,44.7784412746812
5000897998,-78.2631942525628,44.7784517933794
5000838949,-78.258581249457,44.7784621470701
5000779900,-78.2539682857894,44.7784723357579
5000720851,-78.2493553615966,44.7784823594474
5001980563,-78.3485070157385,44.7793143570971
5001921514,-78.3438932069829,44.7793277725078
5001862465,-78.339279436992,44.7793410228313
5001803416,-78.3346657058028,44.7793541080721
5001744367,-78.3300520134518,44.7793670282347
5001685318,-78.3254383599758,44.7793797833236
5001626269,-78.3208247454116,44.7793923733435
5001567220,-78.3162111697957,44.7794047982987
5001508171,-78.3115976331651,44.7794170581938
5001449122,-78.3069841355562,44.7794291530335
5001390073,-78.3023706770059,44.7794410828221
5001331024,-78.2977572575509,44.7794528475643
5001271975,-78.2931438772278,44.7794644472646
5001212926,-78.2885305360735,44.7794758819275
5001153877,-78.2839172341245,44.7794871515576
5001094828,-78.2793039714175,44.7794982561596
5001035779,-78.2746907479894,44.7795091957378
5000976730,-78.2700775638767,44.779519970297
5000917681,-78.2654644191162,44.7795305798416
5000858632,-78.2608513137445,44.7795410243763
5000799583,-78.2562382477984,44.7795513039056
5000740534,-78.2516252213145,44.7795614184341
5002000246,-78.3507791101255,44.7803914593186
5001941197,-78.3461651993331,44.780404965621
5001882148,-78.3415513272929,44.7804183068337
5001823099,-78.3369374940414,44.7804314829612
5001764050,-78.3323236996156,44.780444494008
5001705001,-78.3277099440521,44.7804573399786
5001645952,-78.3230962273876,44.7804700208777
5001586903,-78.3184825496588,44.7804825367096
5001527854,-78.3138689109024,44.780494887479
5001468805,-78.3092553111553,44.7805070731904
5001409756,-78.304641750454,44.7805190938483
5001350707,-78.3000282288353,44.7805309494572
5001291658,-78.295414746336,44.7805426400218
5001232609,-78.2908013029926,44.7805541655465
5001173560,-78.2861878988419,44.7805655260359
5001114511,-78.2815745339207,44.7805767214946
5001055462,-78.2769612082656,44.7805877519271
5000996413,-78.2723479219133,44.780598617338
5000937364,-78.2677346749005,44.7806093177319
5000878315,-78.2631214672639,44.7806198531133
5000819266,-78.2585082990403,44.7806302234869
5000760217,-78.2538951702662,44.7806404288571
5000701168,-78.2492820809784,44.7806504692287
5001960879,-78.3484372809009,44.781482110113
5001901830,-78.3438233068122,44.7814955422176
5001842781,-78.3392093714996,44.7815088092345
5001783732,-78.3345954749999,44.7815219111683
5001724683,-78.3299816173499,44.7815348480234
5001665634,-78.3253677985861,44.7815476198045
5001606585,-78.3207540187454,44.7815602265159
5001547536,-78.3161402778645,44.7815726681623
5001488487,-78.31152657598,44.7815849447482
5001429438,-78.3069129131288,44.7815970562781
5001370389,-78.3022992893474,44.7816090027565
5001311340,-78.2976857046728,44.7816207841881
5001252291,-78.2930721591414,44.7816324005773
5001193242,-78.2884586527901,44.7816438519288
5001134193,-78.2838451856556,44.781655138247
5001075144,-78.2792317577745,44.7816662595365
5001016095,-78.2746183691835,44.781677215802
5000957046,-78.2700050199195,44.7816880070479
5000897997,-78.265391710019,44.7816986332788
5000838948,-78.2607784395188,44.7817090944994
5000779899,-78.2561652084555,44.7817193907142
5000720850,-78.2515520168659,44.7817295219277
5001980562,-78.3507094516898,44.7825592059815
5001921513,-78.3460953755537,44.7825727289808
5001862464,-78.3414813381811,44.7825860868899
5001803415,-78.3368673396086,44.7825992797134
5001744366,-78.332253379873,44.7826123074558
5001685317,-78.327639459011,44.7826251701215
5001626268,-78.3230255770594,44.7826378677152
5001567219,-78.3184117340549,44.7826504002414
5001508170,-78.3137979300341,44.7826627677045
5001449121,-78.3091841650339,44.7826749701092
5001390072,-78.304570439091,44.7826870074599
5001331023,-78.299956752242,44.7826988797613
5001271974,-78.2953431045236,44.7827105870178
5001212925,-78.2907294959727,44.7827221292341
5001153876,-78.2861159266258,44.7827335064146
5001094827,-78.2815023965197,44.7827447185639
5001035778,-78.2768889056912,44.7827557656866
5000976729,-78.2722754541769,44.7827666477873
5000917680,-78.2676620420135,44.7827773648706
5000858631,-78.2630486692377,44.7827879169409
5000799582,-78.2584353358862,44.7827983040029
5000740533,-78.2538220419958,44.7828085260612
5000681484,-78.249208787603,44.7828185831204
5001941196,-78.3483675335212,44.7836498671209
5001882147,-78.3437533940895,44.783663315925
5001823098,-78.3391392934452,44.783676599641
5001764049,-78.3345252316251,44.7836897182733
5001705000,-78.329911208666,44.7837026718266
5001645951,-78.3252972246045,44.7837154603053
5001586902,-78.3206832794774,44.783728083714
5001527853,-78.3160693733214,44.7837405420572
5001468804,-78.3114555061732,44.7837528353394
5001409755,-78.3068416780696,44.7837649635652
5001350706,-78.3022278890473,44.7837769267391
5001291657,-78.297614139143,44.7837887248657
5001232608,-78.2930004283934,44.7838003579495
5001173559,-78.2883867568352,44.783811825995
5001114510,-78.2837731245052,44.7838231290069
5001055461,-78.27915953144,44.7838342669897
5000996412,-78.2745459776764,44.783845239948
5000937363,-78.2699324632511,44.7838560478863
5000878314,-78.2653189882007,44.7838666908091
5000819265,-78.260705552562,44.7838771687212
5000760216,-78.2560921563717,44.7838874816271
5000701167,-78.2514787996665,44.7838976295312
5001960878,-78.3506397807184,44.7847269566357
5001901829,-78.3460255392286,44.7847404963376
5001842780,-78.3414113365136,44.7847538709488
5001783731,-78.33679717261,44.7847670804739
5001724682,-78.3321830475547,44.7847801249174
5001665633,-78.3275689613843,44.7847930042839
5001606584,-78.3229549141357,44.7848057185779
5001547535,-78.3183409058454,44.7848182678039
5001488486,-78.3137269365503,44.7848306519664
5001429437,-78.3091130062871,44.78484287107
5001370388,-78.3044991150925,44.7848549251192
5001311339,-78.2998852630032,44.7848668141186
5001252290,-78.2952714500559,44.7848785380727
5001193241,-78.2906576762875,44.7848900969861
5001134192,-78.2860439417345,44.7849014908633
5001075143,-78.2814302464337,44.7849127197089
5001016094,-78.2768165904218,44.7849237835275
5000957045,-78.2722029737355,44.7849346823236
5000897996,-78.2675893964116,44.7849454161018
5000838947,-78.2629758584867,44.7849559848667
5000779898,-78.2583623599975,44.7849663886229
5000720849,-78.2537489009808,44.7849766273748
5000661800,-78.2491354814732,44.7849867011273
5001921512,-78.3482977736022,44.7858176281253
5001862463,-78.3436834688174,44.7858310936345
5001803414,-78.3390692028314,44.7858443940552
5001744365,-78.3344549756809,44.7858575293917
5001685316,-78.3298407874027,44.7858704996488
5001626267,-78.3252266380335,44.7858833048308
5001567218,-78.32061252761,44.7858959449423
5001508169,-78.315998456169,44.7859084199879
5001449120,-78.3113844237472,44.785920729972
5001390071,-78.3067704303813,44.7859328748993
5001331022,-78.302156476108,44.7859448547743
5001271973,-78.2975425609642,44.7859566696015
5001212924,-78.2929286849864,44.7859683193855
5001153875,-78.2883148482114,44.7859798041308
5001094826,-78.283701050676,44.785991123842
5001035777,-78.2790872924168,44.7860022785237
5000976728,-78.2744735734706,44.7860132681804
5000917679,-78.269859893874,44.7860240928167
5000858630,-78.2652462536639,44.7860347524371
5000799581,-78.2606326528769,44.7860452470464
5000740532,-78.2560190915496,44.7860555766489
5000681483,-78.2514055697189,44.7860657412494
5001941195,-78.3505700972139,44.786894711286
5001882146,-78.3459556903604,44.786908267696
5001823097,-78.341341322293,44.7869216590149
5001764048,-78.3367269930484,44.7869348852472
5001704999,-78.3321127026634,44.7869479463976
5001645950,-78.3274984511747,44.7869608424704
5001586901,-78.322884238619,44.7869735734702
5001527852,-78.318270065033,44.7869861394016
5001468803,-78.3136559304536,44.7869985402691
5001409754,-78.3090418349175,44.7870107760773
5001350705,-78.3044277784612,44.7870228468306
5001291656,-78.2998137611217,44.7870347525336
5001232607,-78.2951997829356,44.787046493191
5001173558,-78.2905858439397,44.7870580688071
5001114509,-78.2859719441706,44.7870694793867
5001055460,-78.2813580836652,44.7870807249342
5001901828,-78.3482280011463,44.7879853931309
5001842779,-78.3436135309986,44.7879988753508
5001783730,-78.3389990996609,44.7880121924817
5001724681,-78.33438470717,44.788025344528
5001665632,-78.3297703535628,44.7880383314944
5001606583,-78.3251560388759,44.7880511533854
5001547534,-78.3205417631461,44.7880638102053
5001488485,-78.3159275264101,44.7880763019589
5000996411,-78.27674426246,44.7870918054543
5000937362,-78.2721304805919,44.7871027209514
5000878313,-78.2675167380975,44.7871134714303
5000819264,-78.2629030350135,44.7871240568953
5000760215,-78.2582893713768,44.7871344773512
5000701166,-78.2536757472239,44.7871447328025
5000642117,-78.2490621625916,44.7871548232538
5001921511,-78.3505004011789,44.7890624699369
5001862462,-78.3458858289518,44.7890760430606
5001429436,-78.3113133287047,44.7880886286507
5001370387,-78.3066991700665,44.7881007902851
5001311338,-78.3020850505324,44.7881127868668
5001252289,-78.297470970139,44.7881246184002
5001193240,-78.2928569289231,44.78813628489
5001134191,-78.2882429269214,44.7881477863407
5001075142,-78.2836289641706,44.7881591227569
5001016093,-78.2790150407075,44.7881702941431
5000957044,-78.2744011565688,44.7881813005038
5000897995,-78.2697873117911,44.7881921418438
5000838946,-78.2651735064113,44.7882028181674
5000779897,-78.260559740466,44.7882133294794
5000720848,-78.2559460139919,44.7882236757844
5000661799,-78.2513323270258,44.7882338570868
5001803413,-78.341271295522,44.7890894510928
5001744364,-78.3366568009264,44.789102694038
5001685315,-78.3320423452017,44.7891157719007
5001626266,-78.3274279283847,44.7891286846854
5001567217,-78.322813550512,44.7891414323968
5001508168,-78.3181992116204,44.7891540150392
5001449119,-78.3135849117467,44.7891664326173
5001390070,-78.3089706509276,44.7891786851357
5001331021,-78.3043564291999,44.7891907725987
5001271972,-78.2997422466002,44.789202695011
5001212923,-78.2951281031653,44.7892144523772
5001153874,-78.290513998932,44.7892260447018
5001094825,-78.2858999339369,44.7892374719893
5001035776,-78.2812859082168,44.7892487342444
5000976727,-78.2766719218085,44.7892598314716
5000917678,-78.2720579747486,44.7892707636754
5000858629,-78.2674440670738,44.7892815308605
5000799580,-78.2628301988209,44.7892921330313
5000740531,-78.2582163700267,44.7893025701926
5000681482,-78.2536025807277,44.7893128423489
5000622433,-78.2489888309608,44.7893229495048
5001882145,-78.3481582161564,44.790153162142
5001823096,-78.3435435806356,44.7901666610783
5001764047,-78.3389289839362,44.7901799949251
5001704998,-78.3343144260951,44.7901931636869
5001645949,-78.3296999071489,44.7902061673682
5001586900,-78.3250854271343,44.7902190059737
5001527851,-78.3204709860882,44.7902316795077
5001468802,-78.3158565840473,44.790244187975
5001409753,-78.3112422210483,44.7902565313799
5001350704,-78.3066278971279,44.7902687097271
5001291655,-78.3020136123229,44.7902807230211
5001232606,-78.2973993666701,44.7902925712664
5001173557,-78.2927851602062,44.7903042544677
5001114508,-78.2881709929678,44.7903157726294
5001055459,-78.2835568649918,44.7903271257561
5000996410,-78.2789427763148,44.7903383138524
5000937361,-78.2743287269736,44.7903493369229
5000878312,-78.2697147170049,44.7903601949721
5000819263,-78.2651007464455,44.7903708880046
5000760214,-78.260486815332,44.7903814160251
5000701165,-78.2558729237011,44.790391779038
5000642116,-78.2512590715897,44.790401977048
5001901827,-78.3504306926161,44.7912302325929
5001842778,-78.3458159550053,44.7912438224359
5001783729,-78.3412012562032,44.791257247187
5001724680,-78.3365865962466,44.7912705068507
5001665631,-78.3319719751723,44.7912836014314
5001606582,-78.3273573930169,44.7912965309337
5001547533,-78.3227428498173,44.7913092953622
5001488484,-78.3181283456101,44.7913218947213
5001429435,-78.3135138804322,44.7913343290156
5001370386,-78.3088994543202,44.7913465982497
5001311337,-78.304285067311,44.7913587024281
5001252288,-78.2996707194412,44.7913706415554
5001193239,-78.2950564107476,44.791382415636
5001134190,-78.290442141267,44.7913940246747
5001075141,-78.285827911036,44.7914054686758
5001016092,-78.2812137200914,44.791416747644
5000957043,-78.2765995684699,44.791427861584
5000897994,-78.2719854562083,44.7914388105001
5000838945,-78.2673713833433,44.791449594397
5000779896,-78.2627573499115,44.7914602132794
5000720847,-78.2581433559499,44.7914706671517
5000661798,-78.2535294014949,44.7914809560186
5000602749,-78.2489154865834,44.7914910798846
5001862461,-78.3480884186349,44.7923209351634
5001803412,-78.3434736177311,44.7923344508216
5001744363,-78.3388588556601,44.7923478013899
5001685314,-78.3342441324587,44.7923609868727
5001626265,-78.3296294481635,44.7923740072747
5001567216,-78.3250148028113,44.7923868626003
5001508167,-78.320400196439,44.7923995528541
5001449118,-78.3157856290831,44.7924120780405
5001390069,-78.3111711007806,44.7924244381643
5001331020,-78.3065566115681,44.7924366332299
5001271971,-78.3019421614824,44.7924486632418
5001212922,-78.2973277505602,44.7924605282047
5001153873,-78.2927133788382,44.792472228123
5001094824,-78.2880990463532,44.7924837630013
5001035775,-78.283484753142,44.7924951328442
5000976726,-78.2788704992413,44.7925063376563
5000917677,-78.2742562846877,44.7925173774422
5000858628,-78.2696421095181,44.7925282522063
5000799579,-78.2650279737691,44.7925389619533
5000740530,-78.2604138774775,44.7925495066878
5000681481,-78.2557998206801,44.7925598864144
5000622432,-78.2511858034135,44.7925701011376
5001882144,-78.350360971528,44.7933979992585
5001823095,-78.3457460685236,44.7934116058266
5001764046,-78.3411312043392,44.7934250473022
5001704997,-78.3365163790117,44.7934383236899
5001645948,-78.3319015925777,44.7934514349942
5001586899,-78.3272868450741,44.7934643812197
5001527850,-78.3226721365375,44.7934771623709
5001468801,-78.3180574670048,44.7934897784524
5001409752,-78.3134428365127,44.7935022294686
5001350703,-78.308828245098,44.7935145154241
5001291654,-78.3042136927973,44.7935266363235
5001232605,-78.2995991796475,44.7935385921713
5001173556,-78.2949847056852,44.793550382972
5001114507,-78.2903702709473,44.7935620087303
5001055458,-78.2857558754705,44.7935734694507
5000996409,-78.2811415192914,44.7935847651378
5000937360,-78.2765272024469,44.793595895796
5000878311,-78.2719129249737,44.7936068614301
5000819262,-78.2672986869085,44.7936176620446
5000760213,-78.262684488288,44.793628297644
5000701164,-78.258070329149,44.793638768233
5000642115,-78.2534562095282,44.7936490738162
5001842777,-78.3480186085845,44.7944887121996
5001783728,-78.3434036422877,44.7945022445853
5001724679,-78.3387887148351,44.7945156118807
5001665630,-78.3341738262634,44.7945288140902
5001606581,-78.3295589766093,44.7945418512184
5001547532,-78.3249441659096,44.7945547232697
5001488483,-78.320329394201,44.7945674302488
5001429434,-78.3157146615203,44.7945799721602
5001370385,-78.3110999679043,44.7945923490085
5001311336,-78.3064853133897,44.794604560798
5001252287,-78.3018706980133,44.7946166075335
5001193238,-78.2972561218118,44.7946284892195
5001134189,-78.2926415848219,44.7946402058605
5001075140,-78.2880270870804,44.7946517574612
5001016091,-78.2834126286241,44.7946631440259
5000957042,-78.2787982094896,44.7946743655594
5000897993,-78.2741838297138,44.7946854220663
5000838944,-78.2695694893333,44.7946963135509
5000779895,-78.2649551883849,44.7947070400181
5000720846,-78.2603409269054,44.7947176014723
5000661797,-78.2557267049314,44.7947279979181
5000602748,-78.2511125224997,44.7947382293602
5000583066,-78.2488421294623,44.793659214398
5001862460,-78.3502912379174,44.7955657699384
5001803411,-78.3456761695093,44.795579393237
5001744362,-78.3410611399327,44.7955928514428
5001685313,-78.3364461492242,44.7956061445602
5001626264,-78.3318311974207,44.7956192725938
5001567215,-78.3272162845588,44.7956322355481
5001508166,-78.3226014106754,44.7956450334277
5001449117,-78.3179865758072,44.795657666237
5001390068,-78.3133717799909,44.7956701339807
5001331019,-78.3087570232634,44.7956824366633
5001271970,-78.3041423056614,44.7956945742893
5001212921,-78.2995276272216,44.7957065468632
5001153872,-78.2949129879808,44.7957183543897
5001094823,-78.2902983879757,44.7957299968733
5001035774,-78.285683827243,44.7957414743186
5000976725,-78.2810693058196,44.7957527867301
5000917676,-78.2764548237422,44.7957639341124
5000858627,-78.2718403810474,44.7957749164701
5000799578,-78.2672259777721,44.7957857338077
5000740529,-78.262611613953,44.7957963861299
5000681480,-78.2579972896268,44.7958068734412
5000622431,-78.2533830048302,44.7958171957463
5001823094,-78.3479487860078,44.7966564932551
5001764045,-78.3433336543082,44.796670042374
5001704996,-78.338718561464,44.7966834264021
5001645947,-78.334103507512,44.7966966453439
5001586898,-78.329488492489,44.7967096992039
5001527849,-78.3248735164317,44.7967225879866
5001468800,-78.320258579377,44.7967353116967
5001409751,-78.3156436813615,44.7967478703386
5001350702,-78.3110288224221,44.7967602639169
5001291653,-78.3064140025955,44.7967724924361
5001232604,-78.3017992219184,44.7967845559009
5001173555,-78.2971844804276,44.7967964543156
5001114506,-78.2925697781599,44.796808187685
5001055457,-78.287955115152,44.7968197560135
5000996408,-78.2833404914406,44.7968311593058
5000937359,-78.2787259070625,44.7968423975663
5000878310,-78.2741113620545,44.7968534707998
5000819261,-78.2694968564533,44.7968643790106
5000760212,-78.2648823902956,44.7968751222036
5000701163,-78.2602679636181,44.7968857003831
5000642114,-78.2556535764577,44.7968961135539
5000583065,-78.251039228851,44.7969063617205
5000563382,-78.2487687596,44.7958273530496
5001842776,-78.3502214917868,44.7977335446371
5001783727,-78.3456062579652,44.7977471846719
5001724678,-78.3409910629863,44.7977606596135
5001665629,-78.3363759068869,44.7977739694662
5001606580,-78.3317607897038,44.7977871142347
5001547531,-78.3271457114737,44.7978000939234
5001488482,-78.3225306722335,44.797812908537
5001429433,-78.3179156720198,44.7978255580799
5001370384,-78.3133007108695,44.7978380425567
5001311335,-78.3086857888193,44.7978503619719
5001252286,-78.304070905906,44.7978625163301
5001193237,-78.2994560621662,44.7978745056359
5001134188,-78.2948412576369,44.7978863298938
5001075139,-78.2902264923547,44.7978979891083
5001016090,-78.2856117663563,44.7979094832841
5000957041,-78.2809970796786,44.7979208124257
5000897992,-78.2763824323583,44.7979319765377
5000838943,-78.2717678244322,44.7979429756246
5000779894,-78.2671532559369,44.797953809691
5000720845,-78.2625387269092,44.7979644787416
5000661796,-78.2579242373859,44.7979749827809
5000602747,-78.2533097874036,44.7979853218135
5001803410,-78.3478789509075,44.7988242783344
5001744361,-78.343263653795,44.7988378441921
5001685312,-78.3386483955492,44.7988512449586
5001626263,-78.334033176207,44.7988644806383
5001567214,-78.3294179958052,44.7988775512358
5001508165,-78.3248028543804,44.7988904567556
5001449116,-78.3201877519696,44.7989031972022
5001390067,-78.3155726886094,44.7989157725803
5001331018,-78.3109576643366,44.7989281828943
5001271969,-78.306342679188,44.7989404281488
5001212920,-78.3017277332003,44.7989525083483
5001153871,-78.2971128264104,44.7989644234975
5001094822,-78.2924979588548,44.7989761736009
